set_title,set_description,set_subject,set_topic,set_year_group,question_text,answer_text
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 9,How do you calculate the volume of a rectangular prism?,Length × Width × Height
Year 7-10 Maths,Trigonometry,Mathematics,Trigonometry,Year 9,What is SOH CAH TOA used for?,To remember the ratios for sine, cosine, and tangent in right-angled triangles.
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 9,What is a stem-and-leaf plot?,A way to display data where each data value is split into a "stem" and a "leaf".
Year 7-10 Maths,Probability,Mathematics,Probability,Year 9,What is a mutually exclusive event?,Events that cannot happen at the same time.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 10,What is a surd?,An irrational number that can be expressed as a root of an integer.
Year 7-10 Maths,Linear equations and inequalities,Mathematics,Algebra,Year 10,Solve the inequality: 3x - 2 < 10.,x < 4
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 10,How do you calculate the surface area of a cylinder?,2πrh + 2πr^2
Year 7-10 Maths,Circle geometry,Mathematics,Geometry,Year 10,What is the relationship between the angle at the centre and the angle at the circumference subtended by the same arc?,The angle at the centre is twice the angle at the circumference.
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 10,What is correlation?,A statistical measure that expresses the extent to which two variables are linearly related.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 10,What is conditional probability?,The probability of an event occurring given that another event has already occurred.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 7,What is the value of 5 squared?,25
Year 7-10 Maths,Algebraic expressions,Mathematics,Algebra,Year 7,Evaluate 2a + 3b when a=4 and b=2.,14
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 7,What unit would you use to measure the mass of a car?,Kilograms (kg)
Year 7-10 Maths,Geometric shapes,Mathematics,Geometry,Year 7,What is a quadrilateral?,A polygon with four sides.
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 7,What is a pie chart used for?,To show proportions of a whole.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 7,What is a certainty in probability?,An event with a probability of 1 (or 100%).
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 8,Convert 0.75 to a fraction.,3/4
Year 7-10 Maths,Algebraic equations,Mathematics,Algebra,Year 8,Solve for y: y/3 = 8.,y = 24
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 8,How do you calculate the perimeter of a square?,4 × side length
Year 7-10 Maths,Geometric transformations,Mathematics,Geometry,Year 8,What is a translation?,A transformation that slides a figure without rotating or flipping it.
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 8,What is the median for the data set: 1, 3, 5, 7, 9?,5
Year 7-10 Maths,Probability,Mathematics,Probability,Year 8,If a bag contains 3 red balls and 2 blue balls, what is the probability of picking a red ball?,3/5
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 9,Express 1.2 x 10^4 in standard form.,12000
Year 7-10 Maths,Quadratic expressions,Mathematics,Algebra,Year 9,Expand (x+3)(x-2).,x^2 + x - 6
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 9,How many millilitres are in a litre?,1000
Year 7-10 Maths,Trigonometry,Mathematics,Trigonometry,Year 9,If sin(θ) = 0.5, what is θ (to the nearest degree)?,30 degrees
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 9,What is a box-and-whisker plot used for?,To show the distribution of a dataset along a number line.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 9,What is the complement of an event A?,The event that A does not occur.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 10,Rationalise the denominator of 1/√2.,√2/2
Year 7-10 Maths,Linear equations and inequalities,Mathematics,Algebra,Year 10,Find the gradient of the line passing through (1,2) and (3,6).,2
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 10,What is the formula for the area of a circle?,πr^2
Year 7-10 Maths,Circle geometry,Mathematics,Geometry,Year 10,What is a tangent to a circle?,A line that touches the circle at exactly one point.
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 10,What is a line of best fit?,A straight line drawn on a scatter plot to show the general trend of the data.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 10,What is the multiplication rule for independent events A and B?,P(A and B) = P(A) * P(B)
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 7,What is the perimeter of a square with side length 5 cm?,20 cm
Year 7-10 Maths,Algebraic expressions,Mathematics,Algebra,Year 7,Simplify 7y - 2y + y.,6y
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 7,Estimate the length of a pen.,About 15 cm
Year 7-10 Maths,Geometric shapes,Mathematics,Geometry,Year 7,What is a right angle?,An angle measuring exactly 90 degrees.
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 7,What is a pictograph?,A graph that uses pictures or symbols to represent data.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 7,What are impossible events in probability?,Events that have a probability of 0 (or 0%).
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 8,Order from smallest to largest: 0.2, 1/4, 20%, 0.25.,0.2, 20%, 1/4, 0.25 (or 0.2, 0.2, 0.25, 0.25)
Year 7-10 Maths,Algebraic equations,Mathematics,Algebra,Year 8,Solve for p: p + 9 = 15.,p = 6
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 8,If a square has an area of 25 cm^2, what is its side length?,5 cm
Year 7-10 Maths,Geometric transformations,Mathematics,Geometry,Year 8,What is a rotation?,A transformation that turns a figure around a fixed point.
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 8,How do you calculate the mean of a set of numbers?,Sum all numbers and divide by the count of numbers.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 8,What is the sample space for rolling a single die?,{1, 2, 3, 4, 5, 6}
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 9,Calculate 3^-2.,1/9
Year 7-10 Maths,Quadratic expressions,Mathematics,Algebra,Year 9,Solve x^2 - 9 = 0.,x = 3 or x = -3
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 9,Convert 2.5 km to metres.,2500 m
Year 7-10 Maths,Trigonometry,Mathematics,Trigonometry,Year 9,If cos(θ) = 0.8, what is θ (to the nearest degree)?,37 degrees
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 9,What is a cumulative frequency graph?,A graph that shows the cumulative frequency against the upper class boundary.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 9,What is the addition rule for mutually exclusive events A and B?,P(A or B) = P(A) + P(B)
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 10,Simplify √50.,5√2
Year 7-10 Maths,Linear equations and inequalities,Mathematics,Algebra,Year 10,Solve simultaneously: y = x + 1 and y = 2x - 3.,x = 4, y = 5
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 10,What is the formula for the circumference of a circle?,2πr or πd
Year 7-10 Maths,Circle geometry,Mathematics,Geometry,Year 10,What is the length of an arc of a circle with radius r and angle θ (in degrees)?,(θ/360) * 2πr
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 10,What is causality in data analysis?,A relationship where one event causes another.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 10,What is a tree diagram used for in probability?,To visualise and calculate probabilities of a sequence of events.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 7,What is the product of 7 and 8?,56
Year 7-10 Maths,Algebraic expressions,Mathematics,Algebra,Year 7,Write an expression for "five less than twice a number n".,2n - 5
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 7,How many grams are in a kilogram?,1000
Year 7-10 Maths,Geometric shapes,Mathematics,Geometry,Year 7,What is an obtuse angle?,An angle measuring more than 90 degrees but less than 180 degrees.
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 7,What is a line graph used for?,To show changes over time.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 7,What is an outcome in probability?,A possible result of an experiment.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 8,Calculate 15% of 200.,30
Year 7-10 Maths,Algebraic equations,Mathematics,Algebra,Year 8,Solve for k: k/2 + 1 = 5.,k = 8
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 8,What is the area of a triangle with base 10 cm and height 4 cm?,20 cm^2
Year 7-10 Maths,Geometric transformations,Mathematics,Geometry,Year 8,What is a dilation?,A transformation that changes the size of a figure but not its shape.
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 8,What is the difference between primary and secondary data?,Primary data is collected firsthand, while secondary data is collected by someone else.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 8,If a spinner has 4 equal sections (Red, Blue, Green, Yellow), what is the probability of landing on Blue?,1/4
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 9,Evaluate (2^3) * (2^2).,32 (or 2^5)
Year 7-10 Maths,Quadratic expressions,Mathematics,Algebra,Year 9,What is the axis of symmetry for the parabola y = x^2 - 4x + 3?,x = 2
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 9,Calculate the area of a trapezoid with parallel sides 5 cm and 7 cm, and height 4 cm.,24 cm^2
Year 7-10 Maths,Trigonometry,Mathematics,Trigonometry,Year 9,If tan(θ) = 1, what is θ (to the nearest degree)?,45 degrees
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 9,What is a histogram used for?,To display the distribution of numerical data.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 9,What is the definition of relative frequency?,The number of times an event occurs divided by the total number of trials.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 10,Solve for x: x^2 = 100.,x = 10 or x = -10
Year 7-10 Maths,Linear equations and inequalities,Mathematics,Algebra,Year 10,Find the y-intercept of the line y = -3x + 5.,5
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 10,What is the volume of a sphere with radius r?,(4/3)πr^3
Year 7-10 Maths,Circle geometry,Mathematics,Geometry,Year 10,What is the perpendicular bisector of a chord of a circle?,It passes through the centre of the circle.
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 10,What is the difference between discrete and continuous data?,Discrete data can only take specific values, while continuous data can take any value within a range.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 10,What is Bayes' Theorem used for?,To calculate conditional probabilities based on prior knowledge.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 7,What is the sum of the first 5 natural numbers?,15
Year 7-10 Maths,Algebraic expressions,Mathematics,Algebra,Year 7,Expand 2(x + 4).,2x + 8
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 7,What is the typical room temperature in Celsius?,Around 20-25 degrees Celsius
Year 7-10 Maths,Geometric shapes,Mathematics,Geometry,Year 7,What is a parallel line?,Lines that never intersect and maintain a constant distance apart.
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 7,What is a tally mark?,A mark used for counting and recording data.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 7,What is an event in probability?,A specific outcome or set of outcomes.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 8,What is the greatest common divisor (GCD) of 12 and 18?,6
Year 7-10 Maths,Algebraic equations,Mathematics,Algebra,Year 8,Solve for m: 4m = 28.,m = 7
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 8,What is the unit for speed?,Metres per second (m/s) or kilometres per hour (km/h)
Year 7-10 Maths,Geometric transformations,Mathematics,Geometry,Year 8,What are congruent shapes?,Shapes that have the same size and shape.
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 8,What is a frequency table?,A table that shows how often each value appears in a data set.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 8,If you choose a letter randomly from "APPLE", what is the probability of choosing 'P'?,2/5
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 9,Calculate (4^2)^3.,4096 (or 4^6)
Year 7-10 Maths,Quadratic expressions,Mathematics,Algebra,Year 9,Solve x^2 + 7x + 10 = 0.,x = -2 or x = -5
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 9,What is the formula for speed?,Distance / Time
Year 7-10 Maths,Trigonometry,Mathematics,Trigonometry,Year 9,What is the hypotenuse in a right-angled triangle?,The side opposite the right angle.
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 9,What is a frequency polygon?,A line graph that connects the midpoints of the tops of the bars in a histogram.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 9,What is the definition of an independent event?,The outcome of one event does not affect the outcome of another.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 10,What is the meaning of a^0?,1 (for any non-zero 'a')
Year 7-10 Maths,Linear equations and inequalities,Mathematics,Algebra,Year 10,Are the lines y = 2x + 3 and y = 2x - 1 parallel or perpendicular?,Parallel
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 10,What is the formula for the volume of a cone?,(1/3)πr^2h
Year 7-10 Maths,Circle geometry,Mathematics,Geometry,Year 10,What is the area of a sector of a circle with radius r and angle θ (in degrees)?,(θ/360) * πr^2
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 10,What is the purpose of a dot plot?,To display the distribution of a small dataset where each data point is shown as a dot.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 10,What is the addition rule for non-mutually exclusive events A and B?,P(A or B) = P(A) + P(B) - P(A and B)
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 7,What is the difference between odd and even numbers?,Odd numbers are not divisible by 2, even numbers are.
Year 7-10 Maths,Algebraic expressions,Mathematics,Algebra,Year 7,What is the coefficient of x in the expression 5x - 3?,5
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 7,How many seconds are in a minute?,60
Year 7-10 Maths,Geometric shapes,Mathematics,Geometry,Year 7,What is a square?,A quadrilateral with four equal sides and four right angles.
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 7,What is a table used for in data?,To organise and display information in rows and columns.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 7,What is random selection?,Choosing items or individuals in a way that each has an equal chance of being selected.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 8,What is the meaning of 2^3?,2 multiplied by itself 3 times (2 × 2 × 2 = 8)
Year 7-10 Maths,Algebraic equations,Mathematics,Algebra,Year 8,Solve for x: x + 7 = 12.,x = 5
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 8,If a car travels 100 km in 2 hours, what is its average speed?,50 km/h
Year 7-10 Maths,Geometric transformations,Mathematics,Geometry,Year 8,What are similar shapes?,Shapes that have the same shape but different sizes.
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 8,What is a population in statistics?,The entire group of individuals or objects that are the subject of a study.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 8,What is the probability of choosing a vowel from the word "MATH"?,1/4
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 9,Express 0.000005 in scientific notation.,5 × 10^-6
Year 7-10 Maths,Quadratic expressions,Mathematics,Algebra,Year 9,What is the discriminant of a quadratic equation ax^2 + bx + c = 0?,b^2 - 4ac
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 9,What is the density of an object with mass 20g and volume 5cm^3?,4 g/cm^3
Year 7-10 Maths,Trigonometry,Mathematics,Trigonometry,Year 9,If the opposite side is 3 and the adjacent side is 4, what is the tangent of the angle?,3/4
Year 7-10 Maths,Data representation,Mathematics,Statistics,Year 9,What is a survey used for in data collection?,To gather information from a sample of individuals.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 9,What is a sample space?,The set of all possible outcomes of an experiment.
Year 7-10 Maths,Numbers and arithmetic,Mathematics,Number,Year 10,Simplify √72.,6√2
Year 7-10 Maths,Linear equations and inequalities,Mathematics,Algebra,Year 10,What is the general form of a linear equation?,Ax + By + C = 0 or y = mx + c
Year 7-10 Maths,Measurement,Mathematics,Measurement,Year 10,What is the formula for the surface area of a sphere?,4πr^2
Year 7-10 Maths,Circle geometry,Mathematics,Geometry,Year 10,What is the inscribed angle theorem?,The angle subtended by an arc at the circumference is half the angle subtended by the same arc at the centre.
Year 7-10 Maths,Data analysis,Mathematics,Statistics,Year 10,What is a causal relationship?,When one variable directly causes a change in another.
Year 7-10 Maths,Probability,Mathematics,Probability,Year 10,What is sampling with replacement?,When an item is returned to the population after it is selected.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is globalisation?,The increasing integration of economies and societies around the world, particularly through the movement of goods, services, capital, and technology.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is absolute advantage?,When a country can produce a good or service more efficiently (using fewer resources) than another country.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is comparative advantage?,When a country can produce a good or service at a lower opportunity cost than another country.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What are tariffs?,Taxes imposed on imported goods and services.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is a quota?,A physical limit on the quantity of a good or service that can be imported.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is a floating exchange rate system?,Where the value of a currency is determined by the forces of supply and demand in the foreign exchange market.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What does 'appreciation' of a currency mean?,An increase in the value of a currency relative to another currency.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What does 'depreciation' of a currency mean?,A decrease in the value of a currency relative to another currency.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is the Balance of Payments?,A record of all financial transactions between residents of one country and the rest of the world over a period of time.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is the Current Account Deficit (CAD)?,When the value of debits (money flowing out) from goods, services, primary income, and secondary income exceeds the value of credits (money flowing in).
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is foreign direct investment (FDI)?,Investment made by a company or individual in one country into business interests located in another country.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is portfolio investment?,Investment in shares and other financial assets (like bonds) that does not involve gaining control of the foreign company.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,Define economic growth.,The increase in the volume of goods and services produced by an economy over a period of time.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is Gross Domestic Product (GDP)?,The total market value of all final goods and services produced within a country's borders in a given time period.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What are the main types of unemployment?,Cyclical, structural, frictional, seasonal, hardcore, underemployment.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,Define inflation.,A sustained increase in the general price level of goods and services in an economy over a period of time.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the Consumer Price Index (CPI)?,A measure of inflation that tracks changes in the price of a basket of consumer goods and services over time.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the Gini coefficient?,A measure of income inequality, where 0 represents perfect equality and 1 represents perfect inequality.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is environmental sustainability?,The ability of the environment to continue to satisfy the needs of society into the future.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is macroeconomic policy?,Policies aimed at influencing the overall level of economic activity.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is microeconomic policy?,Policies aimed at improving the efficiency of resource allocation and individual markets.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,Who is responsible for monetary policy in Australia?,The Reserve Bank of Australia (RBA).
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is the main instrument of monetary policy?,The cash rate.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is fiscal policy?,The use of government spending and taxation to influence the economy.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is a budget surplus?,When government revenue exceeds government expenditure.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is a budget deficit?,When government expenditure exceeds government revenue.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What are automatic stabilisers in fiscal policy?,Policies that automatically adjust government revenue and expenditure in response to economic fluctuations (e.g., progressive taxation, unemployment benefits).
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is deregulation?,The removal of government regulations from an industry or sector.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is the role of the WTO?,To promote free trade and resolve trade disputes between member countries.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is the difference between free trade and protection?,Free trade involves no barriers, protection uses barriers (tariffs, quotas) to shield domestic industries.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is the current account in the Balance of Payments made up of?,Balance of Goods and Services, Net Primary Income, Net Secondary Income.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,What is the capital and financial account in the Balance of Payments made up of?,Capital Account (capital transfers, non-produced non-financial assets) and Financial Account (direct investment, portfolio investment, other investment, reserve assets).
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,How does an appreciation of the AUD affect exporters?,Makes Australian exports more expensive for foreigners, reducing demand for exports.
HSC Economics,Understanding economic issues and policies,Economics,The Global Economy,Year 12,How does a depreciation of the AUD affect importers?,Makes imports more expensive in AUD, increasing their cost.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What are the benefits of economic growth?,Higher living standards, increased employment, increased government revenue.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What are the costs of economic growth?,Environmental degradation, income inequality, inflation, structural unemployment.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the natural rate of unemployment (NAIRU)?,The lowest unemployment rate that can be sustained without causing an acceleration of inflation.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is demand-pull inflation?,Inflation caused by aggregate demand growing faster than aggregate supply.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is cost-push inflation?,Inflation caused by increases in the costs of production.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the Lorenz Curve?,A graphical representation of income inequality.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is foreign debt?,The total amount of money that a country's public and private sectors owe to foreign lenders.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is foreign liabilities?,The total stock of financial obligations (debt and equity) owed to foreigners.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,How does the RBA influence the cash rate?,By buying and selling government securities (Open Market Operations) in the overnight money market.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is expansionary monetary policy?,Decreasing the cash rate to stimulate economic activity.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is contractionary monetary policy?,Increasing the cash rate to slow down economic activity and control inflation.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is expansionary fiscal policy?,Increasing government spending or decreasing taxation to stimulate aggregate demand.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is contractionary fiscal policy?,Decreasing government spending or increasing taxation to slow down aggregate demand.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What are supply-side policies?,Policies that aim to increase aggregate supply and productivity (e.g., deregulation, tax cuts for businesses, infrastructure spending).
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,How does a floating exchange rate act as an economic stabiliser?,It can automatically adjust to external shocks, absorbing some of the impact.
HSC Economics,Understanding economic issues and policies,Economics,Australia's Place in the Global Economy,Year 12,What is the impact of globalisation on Australia's economic growth?,Increased trade and investment opportunities, but also increased competition and vulnerability to global shocks.
HSC Economics,Understanding economic issues and policies,Economics,Australia's Place in the Global Economy,Year 12,What are Australia's main exports?,Minerals, fuels, agricultural products.
HSC Economics,Understanding economic issues and policies,Economics,Australia's Place in the Global Economy,Year 12,What are Australia's main imports?,Machinery, equipment, consumer goods.
HSC Economics,Understanding economic issues and policies,Economics,Australia's Place in the Global Economy,Year 12,What is the net foreign liabilities?,Foreign debt + foreign equity.
HSC Economics,Understanding economic issues and policies,Economics,Australia's Place in the Global Economy,Year 12,How does a high CAD affect Australia's exchange rate?,Can put downward pressure on the AUD as foreigners may be less willing to hold AUD assets.
HSC Economics,Understanding economic issues and policies,Economics,Australia's Place in the Global Economy,Year 12,What are the benefits of international competitiveness for Australia?,Increased exports, higher economic growth, improved living standards.
HSC Economics,Understanding economic issues and policies,Economics,Australia's Place in the Global Economy,Year 12,What is the role of APEC?,To promote free trade and economic cooperation across the Asia-Pacific region.
HSC Economics,Understanding economic issues and policies,Economics,Australia's Place in the Global Economy,Year 12,How does migration impact the Australian economy?,Can increase labour supply and demand, contributing to economic growth, but also potentially putting pressure on infrastructure.
HSC Economics,Understanding economic issues and policies,Economics,Australia's Place in the Global Economy,Year 12,What is the role of the IMF?,To promote global monetary cooperation, secure financial stability, facilitate international trade, promote high employment and sustainable economic growth, and reduce poverty around the world.
HSC Economics,Understanding economic issues and policies,Economics,Australia's Place in the Global Economy,Year 12,What is the role of the World Bank?,To provide financial and technical assistance to developing countries for development projects.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the 'participation rate' in unemployment statistics?,The percentage of the working-age population who are in the labour force (either employed or actively seeking employment).
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is 'underemployment'?,When people are employed but want to work more hours, or when their skills are not being fully utilised in their current job.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is a 'terms of trade' index?,The ratio of a country's export prices to its import prices.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is a 'favourable terms of trade'?,When export prices are rising faster than import prices, leading to higher national income.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What are the 'leakages' in the circular flow of income?,Savings, Taxation, Imports.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What are the 'injections' in the circular flow of income?,Investment, Government Spending, Exports.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the multiplier effect?,The greater than proportional increase in national income resulting from an increase in autonomous expenditure.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the formula for the simple multiplier?,k = 1 / (1 - MPC) or k = 1 / MPS
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the Marginal Propensity to Consume (MPC)?,The proportion of an increase in income that is spent on consumption.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the Marginal Propensity to Save (MPS)?,The proportion of an increase in income that is saved.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is 'Okun's Law'?,States that for every 1% increase in the unemployment rate, a country's GDP will be roughly 2% lower than its potential GDP.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the Phillips Curve?,Shows the inverse relationship between unemployment and inflation.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What are 'market failure' examples in environmental sustainability?,Negative externalities (pollution), public goods (clean air), common access resources.
HSC Economics,Understanding economic issues and policies,Economics,Economic Issues,Year 12,What is the role of 'carbon pricing'?,To internalise the external cost of carbon emissions, making polluters pay for the environmental damage they cause.
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is the 'transmission mechanism' of monetary policy?,How changes in the cash rate affect economic activity (e.g., consumer and business confidence, exchange rate, asset prices).
HSC Economics,Understanding economic issues and policies,Economics,Economic Policies and Management,Year 12,What is the 'long-run average cost curve' (LRAC) used to illustrate in microeconomics?,Economies of scale, constant returns to scale, and diseconomies of scale.
